mrscid,mrsname,cumatrixid,cumatrixtitle,cumatrixitemid,cumatrixitemtitle,cumatrixgrpids,cumatrixtags,posterid,timestamp,logdate
empty,空的,000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,00000162A87B9766000000096375706F795F72656C656173654349,小資女艾蜜莉：我的資產翻倍存股筆記！,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1562903290123,2019-07-12
empty,空的,00000159CFBE333D000000036375706F795F70726572656C656173654355,羅輯思維-音頻,0000015E02A70EB8000000056375706F795F70726572656C656173654349,太監為何干政？,"['WhiteCollar_tw', 'business_tw', 'management_tw']","['商業', '學習', '知識']",96910144,1563018081777,2019-07-13
empty,空的,00000159CFBE333D000000036375706F795F70726572656C656173654355,羅輯思維-音頻,0000015E02A85B15000000066375706F795F70726572656C656173654349,善意的真相,"['WhiteCollar_tw', 'business_tw', 'management_tw']","['商業', '學習', '知識']",96910144,1563018085136,2019-07-13
empty,空的,00000159CFBE333D000000036375706F795F70726572656C656173654355,羅輯思維-音頻,000001614A6D050A0000002D6375706F795F72656C656173654349,報復的作用,"['WhiteCollar_tw', 'business_tw', 'management_tw']","['商業', '學習', '知識']",96910144,1563018706021,2019-07-13
empty,空的,00000159CFBE333D000000036375706F795F70726572656C656173654355,羅輯思維-音頻,000001614A6EB6020000002E6375706F795F72656C656173654349,做一個“斯多葛”,"['WhiteCollar_tw', 'business_tw', 'management_tw']","['商業', '學習', '知識']",96910144,1563018702181,2019-07-13
empty,空的,00000159CFBE333D000000036375706F795F70726572656C656173654355,羅輯思維-音頻,000001614A72F2280000002F6375706F795F72656C656173654349,工具的意義,"['WhiteCollar_tw', 'business_tw', 'management_tw']","['商業', '學習', '知識']",96910144,1563018698700,2019-07-13
empty,空的,000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628AA4D63C000000016375706F795F72656C656173654349,我完全不懂投資，要怎麼開始？,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1563089233338,2019-07-14
empty,空的,000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628AA4D63C000000016375706F795F72656C656173654349,我完全不懂投資，要怎麼開始？,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1563090436230,2019-07-14
empty,空的,000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628ACBFEAB000000026375706F795F72656C656173654349,投資，達成財務自由的「加速」法則！,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1563090685691,2019-07-14
empty,空的,000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628AD2E005000000036375706F795F72656C656173654349,教你如何選「適合」自己的投資工具！,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1563090801033,2019-07-14
empty,空的,000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628AA4D63C000000016375706F795F72656C656173654349,我完全不懂投資，要怎麼開始？,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1563182219110,2019-07-15
empty,空的,000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628AEA90A1000000056375706F795F72656C656173654349,破解巴菲特評估企業的 4大原則！（內附實用財經查詢好站）,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1563169486173,2019-07-15
empty,空的,000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628AFD5EF3000000066375706F795F72656C656173654349,25K小資女，上網學投資，6年賺 400萬！,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1563171073266,2019-07-15
empty,空的,000001606D62AE66000000016375706F795F72656C656173654355,頂尖人才這樣來,000001608CF2B6670000000B6375706F795F72656C656173654349,垂直平台招募_在線招募平台統整,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'startups_tw']","['創業', '商業', '招募']",96910144,1563275261300,2019-07-16
empty,空的,000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628AA4D63C000000016375706F795F72656C656173654349,我完全不懂投資，要怎麼開始？,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1563289590413,2019-07-16
empty,空的,0000015E1370AFB4000000016375706F795F72656C656173654355,嬰兒與母親,0000015E13A3462D0000005C6375706F795F72656C656173654349,About Advanced Maternal Age，高齡懷孕一定要知道的5件事,"['Babyhome_tw', 'life_tw', 'parenting_tw']",['empty'],9D810456,1563430221733,2019-07-18
empty,空的,0000015E1370AFB4000000016375706F795F72656C656173654355,嬰兒與母親,0000015E13AB57430000005D6375706F795F72656C656173654349,原來及早發現這麼重要！解析14種新生兒先天性代謝異常疾病,"['Babyhome_tw', 'life_tw', 'parenting_tw']",['empty'],9D810456,1563528813958,2019-07-19
empty,空的,00000159FDCED3BF000000086375706F795F70726572656C656173654355,《追風箏的孩子》,00000159FE5B7D34000001996375706F795F70726572656C656173654349,第一部分,"['Reading_tw', 'ReadNovel_tw']","['小說', '英文小說', '閱讀']",49910145,1563634693500,2019-07-20
empty,空的,00000159FDCED3BF000000086375706F795F70726572656C656173654355,《追風箏的孩子》,00000159FE60EEDE0000019A6375706F795F70726572656C656173654349,第二部分,"['Reading_tw', 'ReadNovel_tw']","['小說', '英文小說', '閱讀']",49910145,1563634723775,2019-07-20
empty,空的,0000015E1370AFB4000000016375706F795F72656C656173654355,嬰兒與母親,0000015E13B67D7F0000005F6375706F795F72656C656173654349,長相X性格X身高X智商，父母基因大PK 寶寶像誰比較多？,"['Babyhome_tw', 'life_tw', 'parenting_tw']",['empty'],9D810456,1563628260589,2019-07-20
empty,空的,00000159FDCED3BF000000086375706F795F70726572656C656173654355,《追風箏的孩子》,00000159FE6336F60000019B6375706F795F70726572656C656173654349,第三部分,"['Reading_tw', 'ReadNovel_tw']","['小說', '英文小說', '閱讀']",49910145,1563695047964,2019-07-21
empty,空的,00000159FDCED3BF000000086375706F795F70726572656C656173654355,《追風箏的孩子》,0000015A03614788000000236375706F795F70726572656C656173654349,報刊短評,"['Reading_tw', 'ReadNovel_tw']","['小說', '英文小說', '閱讀']",49910145,1563696132400,2019-07-21
empty,空的,00000159FD38143B000000036375706F795F70726572656C656173654355,人工智能，機器學習，深度學習,00000159FD3CE349000000516375706F795F70726572656C656173654349,大數據2016大事記,"['tech_tw', 'robot_tw']","['人工智能', '機器學習', '深度學習']",97210140,1563788228256,2019-07-22
empty,空的,0000015C9F42AEEF000000096375706F795F72656C656173654355,上班族的茶水間,000001646DB38557000000016375706F795F72656C656173654349,剛剛好的情緒界線,"['WhiteCollar_tw', 'business_tw', 'career_tw']",['empty'],A9010254,1563799155268,2019-07-22
empty,空的,0000015E1370AFB4000000016375706F795F72656C656173654355,嬰兒與母親,0000015E13AB57430000005D6375706F795F72656C656173654349,原來及早發現這麼重要！解析14種新生兒先天性代謝異常疾病,"['Babyhome_tw', 'life_tw', 'parenting_tw']",['empty'],9D810456,1563879564987,2019-07-23
empty,空的,000001606D62AE66000000016375706F795F72656C656173654355,頂尖人才這樣來,000001606D9FCF88000000716375706F795F72656C656173654349,關於招募，雇主品牌比你想像的還更重要！,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'startups_tw']","['創業', '商業', '招募']",96910144,1563875161899,2019-07-23
empty,空的,0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ",0000016A691A5E32000000016375706F795F72656C656173654349,第一章 大數據的介紹,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,1563866978896,2019-07-23
empty,空的,0000015E1370AFB4000000016375706F795F72656C656173654355,嬰兒與母親,0000015E13AB57430000005D6375706F795F72656C656173654349,原來及早發現這麼重要！解析14種新生兒先天性代謝異常疾病,"['Babyhome_tw', 'life_tw', 'parenting_tw']",['empty'],9D810456,1563948101350,2019-07-24
empty,空的,000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628AA4D63C000000016375706F795F72656C656173654349,我完全不懂投資，要怎麼開始？,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1563935951136,2019-07-24
empty,空的,00000159AA769DBF000000036375706F795F70726572656C656173654355,愛情不該如此！,00000159AB9BA59C000000536375706F795F70726572656C656173654349,你的親密關係走得下去嗎？,"['Babyhome_tw', 'Hedonism_tw', 'life_tw', 'gender_tw']","['兩性', '愛情', '生活']",33510142,1564014282451,2019-07-25
empty,空的,0000015B3BD0BE330000000A6375706F795F72656C656173654355,跑步心情,0000015B3BFA728500000DC46375706F795F72656C656173654349,跑步比看蒼井空重要得多by加藤嘉一,"['Fitness_tw', 'Sports_tw', 'Joggings_tw']","['健康', '跑步', '運動']",33510142,1564014610714,2019-07-25
empty,空的,0000015B3BD0BE330000000A6375706F795F72656C656173654355,跑步心情,0000015B3BFC8F6400000DCC6375706F795F72656C656173654349,如何練就優美的跑步姿勢,"['Fitness_tw', 'Sports_tw', 'Joggings_tw']","['健康', '跑步', '運動']",33510142,1564014557586,2019-07-25
empty,空的,0000015B3BD0BE330000000A6375706F795F72656C656173654355,跑步心情,0000016145136B54000000256375706F795F72656C656173654349,用一萬小時定律，實現自己的目標,"['Fitness_tw', 'Sports_tw', 'Joggings_tw']","['健康', '跑步', '運動']",33510142,1564014493151,2019-07-25
empty,空的,0000015C9A2A2201000000056375706F795F72656C656173654355,讀她,0000015C9A3ACDB80000060F6375706F795F72656C656173654349,再深的感情，不懂珍惜也會斷,"['Babyhome_tw', 'Hedonism_tw', 'life_tw', 'gender_tw']",['empty'],F7110214,1564059118166,2019-07-25
empty,空的,0000015C9A2A2201000000056375706F795F72656C656173654355,讀她,0000015C9A993917000006286375706F795F72656C656173654349,你沒有什麼不好，只是他不喜歡你,"['Babyhome_tw', 'Hedonism_tw', 'life_tw', 'gender_tw']",['empty'],F7110214,1564059587681,2019-07-25
empty,空的,0000015C9A2A2201000000056375706F795F72656C656173654355,讀她,0000015D82398B800000009B6375706F795F72656C656173654349,你知道哪種情侶分手率最高嗎？,"['Babyhome_tw', 'Hedonism_tw', 'life_tw', 'gender_tw']",['empty'],F7110214,1564059633089,2019-07-25
empty,空的,0000015C9A2A2201000000056375706F795F72656C656173654355,讀她,0000015EC63D9E17000000486375706F795F72656C656173654349,如何兼顧工作與戀愛7個小技巧不得不學,"['Babyhome_tw', 'Hedonism_tw', 'life_tw', 'gender_tw']",['empty'],F7110214,1564014168924,2019-07-25
empty,空的,0000015C9A2A2201000000056375706F795F72656C656173654355,讀她,0000015EC6547CFF0000004A6375706F795F72656C656173654349,異地戀如何維持？給異地戀情侶的6個建議！,"['Babyhome_tw', 'Hedonism_tw', 'life_tw', 'gender_tw']",['empty'],F7110214,1564014232463,2019-07-25
empty,空的,000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628AA4D63C000000016375706F795F72656C656173654349,我完全不懂投資，要怎麼開始？,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1564014764229,2019-07-25
empty,空的,00000160DF5CBA63000000036375706F795F72656C656173654355,必然_精選導讀,00000160DF6344C5000000B66375706F795F72656C656173654349,探究未來趨勢,['tech_tw'],"['未來趨勢', '科技', '網路']",96910144,1564120151203,2019-07-26
empty,空的,0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ",0000016A691A5E32000000016375706F795F72656C656173654349,第一章 大數據的介紹,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,1564109304597,2019-07-26
empty,空的,0000015B4CAE3332000000036375706F795F72656C656173654355,艾瑪讀繪本,0000015C1165477E000006B36375706F795F72656C656173654349,【艾瑪唱童謠】Down by the Bay,"['Reading_tw', '_UNDEF_', 'PictureBook_tw']","['書籍', '繪本', '閱讀']",FA910146,1564191034499,2019-07-27
empty,空的,0000015B4CAE3332000000036375706F795F72656C656173654355,艾瑪讀繪本,0000015F2D99E34A0000009C6375706F795F72656C656173654349,【艾瑪讀繪本】Five Little Monkeys with Nothing to Do,"['Reading_tw', '_UNDEF_', 'PictureBook_tw']","['書籍', '繪本', '閱讀']",FA910146,1564190906462,2019-07-27
empty,空的,0000015B4CAE3332000000036375706F795F72656C656173654355,艾瑪讀繪本,0000015F2D9A81F60000009F6375706F795F72656C656173654349,【艾瑪唱童謠】朗讀演唱版Today is Monday,"['Reading_tw', '_UNDEF_', 'PictureBook_tw']","['書籍', '繪本', '閱讀']",FA910146,1564190888100,2019-07-27
empty,空的,0000015B4CAE3332000000036375706F795F72656C656173654355,艾瑪讀繪本,0000015F4D0A7544000000D26375706F795F72656C656173654349,【艾瑪讀繪本】朗讀版Llama Llama Red Pajama,"['Reading_tw', '_UNDEF_', 'PictureBook_tw']","['書籍', '繪本', '閱讀']",FA910146,1564190923458,2019-07-27
empty,空的,0000015B225FB53D000000016375706F795F72656C656173654355,得到知識新聞,0000015BF5BB62AE000001406375706F795F72656C656173654349,張瑞敏自述：我的讀書方法,"['WhiteCollar_tw', 'business_tw', 'management_tw']","['學習', '知識', '閱讀']",97210140,1564401715433,2019-07-29
empty,空的,0000015B225FB53D000000016375706F795F72656C656173654355,得到知識新聞,0000015C0CD8CB9D000000086375706F795F70726572656C656173654349,古典：5個問題寫出好文章,"['WhiteCollar_tw', 'business_tw', 'management_tw']","['學習', '知識', '閱讀']",97210140,1564401445570,2019-07-29
empty,空的,0000015B225FB53D000000016375706F795F72656C656173654355,得到知識新聞,0000015C14A2BB3A000000046375706F795F72656C656173654349,萬維鋼：如何選出好書、好文章,"['WhiteCollar_tw', 'business_tw', 'management_tw']","['學習', '知識', '閱讀']",97210140,1564401161168,2019-07-29
empty,空的,0000015B225FB53D000000016375706F795F72656C656173654355,得到知識新聞,0000015C334B20E8000002676375706F795F72656C656173654349,漫威電影商業逆襲三大秘訣,"['WhiteCollar_tw', 'business_tw', 'management_tw']","['學習', '知識', '閱讀']",97210140,1564400878358,2019-07-29
empty,空的,0000015B225FB53D000000016375706F795F72656C656173654355,得到知識新聞,0000015D81DCA749000000966375706F795F72656C656173654349,文學：降低期待讓人獲得治癒感,"['WhiteCollar_tw', 'business_tw', 'management_tw']","['學習', '知識', '閱讀']",97210140,1564415254041,2019-07-29
empty,空的,0000015B225FB53D000000016375706F795F72656C656173654355,得到知識新聞,0000015D81DD6029000000986375706F795F72656C656173654349,健康：我們每天都要運動嗎,"['WhiteCollar_tw', 'business_tw', 'management_tw']","['學習', '知識', '閱讀']",97210140,1564415108503,2019-07-29
empty,空的,0000015B225FB53D000000016375706F795F72656C656173654355,得到知識新聞,0000015D8303F8FD000000BA6375706F795F72656C656173654349,新研究：如何在公司中減少偏見,"['WhiteCollar_tw', 'business_tw', 'management_tw']","['學習', '知識', '閱讀']",97210140,1564414976594,2019-07-29
empty,空的,0000015B225FB53D000000016375706F795F72656C656173654355,得到知識新聞,0000015D83043983000000BB6375706F795F72656C656173654349,新書：小數據也能成為大數據,"['WhiteCollar_tw', 'business_tw', 'management_tw']","['學習', '知識', '閱讀']",97210140,1564414861561,2019-07-29
empty,空的,0000015B225FB53D000000016375706F795F72656C656173654355,得到知識新聞,0000015D83046392000000BC6375706F795F72656C656173654349,西遊IP為何經久不衰？,"['WhiteCollar_tw', 'business_tw', 'management_tw']","['學習', '知識', '閱讀']",97210140,1564414763143,2019-07-29
empty,空的,0000015B225FB53D000000016375706F795F72656C656173654355,得到知識新聞,0000015D98B7C47D000001D06375706F795F72656C656173654349,扎克伯格：最大的趨勢是視頻,"['WhiteCollar_tw', 'business_tw', 'management_tw']","['學習', '知識', '閱讀']",97210140,1564401790986,2019-07-29
empty,空的,0000015B225FB53D000000016375706F795F72656C656173654355,得到知識新聞,0000015D98C98AB6000001E16375706F795F72656C656173654349,商業：如何更好地實現公司合併,"['WhiteCollar_tw', 'business_tw', 'management_tw']","['學習', '知識', '閱讀']",97210140,1564401965621,2019-07-29
empty,空的,0000015B225FB53D000000016375706F795F72656C656173654355,得到知識新聞,0000015D98C9C1F8000001E26375706F795F72656C656173654349,文學：虛構與真實,"['WhiteCollar_tw', 'business_tw', 'management_tw']","['學習', '知識', '閱讀']",97210140,1564401826652,2019-07-29
empty,空的,0000015E1370AFB4000000016375706F795F72656C656173654355,嬰兒與母親,0000015E13AB57430000005D6375706F795F72656C656173654349,原來及早發現這麼重要！解析14種新生兒先天性代謝異常疾病,"['Babyhome_tw', 'life_tw', 'parenting_tw']",['empty'],9D810456,1564407843162,2019-07-29
empty,空的,0000015C9A2A2201000000056375706F795F72656C656173654355,讀她,0000015C9B0B375C000006526375706F795F72656C656173654349,如何讓心儀的他忍不住每天都想靠近你一點？,"['Babyhome_tw', 'Hedonism_tw', 'life_tw', 'gender_tw']",['empty'],F7110214,1564422693929,2019-07-30
empty,空的,0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ",0000016A691A5E32000000016375706F795F72656C656173654349,第一章 大數據的介紹,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,1564431834669,2019-07-30
empty,空的,0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ",0000016BEDA78BEF000000016375706F795F72656C656173654349,2019年7月份公開說明會影片分享,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,1564431907601,2019-07-30
empty,空的,0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ",0000016C0092FD3C000000026375706F795F72656C656173654349,2019 年 8 月台灣開課計畫,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,1564431893873,2019-07-30
empty,空的,0000015E1370AFB4000000016375706F795F72656C656173654355,嬰兒與母親,0000015E1372B6FD000000556375706F795F72656C656173654349,外頭燒、體內也燒！5大常見夏季發燒原因,"['Babyhome_tw', 'life_tw', 'parenting_tw']",['empty'],9D810456,1564638306398,2019-08-01
empty,空的,000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628AA4D63C000000016375706F795F72656C656173654349,我完全不懂投資，要怎麼開始？,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1564665862568,2019-08-01
empty,空的,0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ",0000016A691A5E32000000016375706F795F72656C656173654349,第一章 大數據的介紹,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,1564647550065,2019-08-01
empty,空的,000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628AA4D63C000000016375706F795F72656C656173654349,我完全不懂投資，要怎麼開始？,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1564675927346,2019-08-02
empty,空的,000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628ACBFEAB000000026375706F795F72656C656173654349,投資，達成財務自由的「加速」法則！,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1564675938386,2019-08-02
empty,空的,000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628AD2E005000000036375706F795F72656C656173654349,教你如何選「適合」自己的投資工具！,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1564675953842,2019-08-02
empty,空的,000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628AD98B8F000000046375706F795F72656C656173654349,那些年，我跟怪老子學的理財大小事！（一堂價值百萬的理財課程）,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1564741909621,2019-08-02
empty,空的,00000159FD44F23D000000046375706F795F70726572656C656173654355,走近2050：注意力、互聯網與人工智能,00000159FD4A0D27000000696375706F795F70726572656C656173654349,1.1.1.跨界,"['tech_tw', 'robot_tw']","['AI', '人工智能', '未來科技']",97210140,1564985815376,2019-08-05
empty,空的,00000159FDCED3BF000000086375706F795F70726572656C656173654355,《追風箏的孩子》,00000159FE4D0A06000001966375706F795F70726572656C656173654349,《追風箏的孩子》舞台劇劇照,"['Reading_tw', 'ReadNovel_tw']","['小說', '英文小說', '閱讀']",49910145,1565099121627,2019-08-06
empty,空的,00000159FD38143B000000036375706F795F70726572656C656173654355,人工智能，機器學習，深度學習,00000159FD3CE349000000516375706F795F70726572656C656173654349,大數據2016大事記,"['tech_tw', 'robot_tw']","['人工智能', '機器學習', '深度學習']",97210140,1565291386572,2019-08-09
empty,空的,000001606D62AE66000000016375706F795F72656C656173654355,頂尖人才這樣來,000001606D9FCF88000000716375706F795F72656C656173654349,關於招募，雇主品牌比你想像的還更重要！,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'startups_tw']","['創業', '商業', '招募']",96910144,1565344562912,2019-08-09
empty,空的,0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ",0000016A691A5E32000000016375706F795F72656C656173654349,第一章 大數據的介紹,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,1565291413137,2019-08-09
empty,空的,0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ",0000016A8655BE20000000026375706F795F72656C656173654349,第二章 大數據框架,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,1565291419896,2019-08-09
empty,空的,0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ",0000016A86738FE9000000036375706F795F72656C656173654349,第三章 大數據戰略,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,1565291424698,2019-08-09
empty,空的,0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ",0000016A868296E1000000046375706F795F72656C656173654349,第四章 大數據架構,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,1565291431704,2019-08-09
empty,空的,0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ",0000016A868A6680000000056375706F795F72656C656173654349,第五章  大數據演算法,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,1565291436526,2019-08-09
empty,空的,0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ",0000016A873ED80D000000066375706F795F72656C656173654349,第六章 大數據流程,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,1565291615153,2019-08-09
empty,空的,0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ",0000016A87619C37000000076375706F795F72656C656173654349,第七章 大數據職能,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,1565291698256,2019-08-09
empty,空的,0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ",0000016A87B5C398000000086375706F795F72656C656173654349,第八章 人工智慧,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,1565291786012,2019-08-09
empty,空的,0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ",0000016B22B32730000000056375706F795F72656C656173654349,隨便聊聊 - 為什麼要學 Big Data Framework,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,1565291895149,2019-08-09
empty,空的,0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ",0000016B6606A17A000000076375706F795F72656C656173654349,人才是多數，不應該是單數,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,1565291903457,2019-08-09
empty,空的,0000016A61A250D6000000016375706F795F72656C656173654355,"企業大數據認證( Enterprise Big Data Certification, EBDC ) ",0000016BA77CB74A000000026375706F795F72656C656173654349,啤酒與尿布是傳奇典範，還是純粹的以訛傳訛？,"['WhiteCollar_tw', 'business_tw', 'tech_tw', 'management_tw', 'robot_tw']",['empty'],C4410729,1565291906283,2019-08-09
empty,空的,0000015ADC0AD812000000036375706F795F72656C656173654355,貨幣戰爭 (壹),0000015ADC0EED140000003E6375706F795F72656C656173654349,1貨幣戰爭,"['InternationalFinance_tw', 'business_tw', 'finance_tw']","['經濟', '貨幣', '金融']",97210140,1565582852650,2019-08-12
empty,空的,0000015E1370AFB4000000016375706F795F72656C656173654355,嬰兒與母親,0000015E13AB57430000005D6375706F795F72656C656173654349,原來及早發現這麼重要！解析14種新生兒先天性代謝異常疾病,"['Babyhome_tw', 'life_tw', 'parenting_tw']",['empty'],9D810456,1565605632036,2019-08-12
empty,空的,000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628AA4D63C000000016375706F795F72656C656173654349,我完全不懂投資，要怎麼開始？,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1565583141201,2019-08-12
empty,空的,000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628AD98B8F000000046375706F795F72656C656173654349,那些年，我跟怪老子學的理財大小事！（一堂價值百萬的理財課程）,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1565583181567,2019-08-12
empty,空的,000001628AA23F3D000000016375706F795F72656C656173654355,艾蜜莉-自由之路｜投資新手9堂課,000001628B233279000000086375706F795F72656C656173654349,一張要價 200萬起跳的股王大立光，20歲女生生這樣買進 5張！,"['WhiteCollar_tw', 'business_tw', 'FinancialManagement_tw']","['價值投資法', '投資理財', '艾蜜莉']",B0310653,1565583277758,2019-08-12
